Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz database time zone,Type,airport_id
CFB Greenwood,Greenwood,Canada,YZX,CYZX,44.98440170288086,-64.91690063476561,92,-4.0,A,America/Halifax,airport,202
Faro Airport,Faro,Canada,ZFA,CZFA,62.20750045776367,-133.37600708007812,2351,-8.0,A,America/Vancouver,airport,203
Fort Mcpherson Airport,Fort Mcpherson,Canada,ZFM,CZFM,67.40750122070311,-134.86099243164062,116,-7.0,A,America/Edmonton,airport,204
Blida Airport,Blida,Algeria,QLD,DAAB,36.50360107421875,2.814169883728028,535,1.0,N,Africa/Algiers,airport,205
Bou Saada Airport,Bou Saada,Algeria,BUJ,DAAD,35.33250045776367,4.206389904022217,1506,1.0,N,Africa/Algiers,airport,206
Soummam Airport,Bejaja,Algeria,BJA,DAAE,36.712001800500005,5.0699200630200005,20,1.0,N,Africa/Algiers,airport,207
Houari Boumediene Airport,Algier,Algeria,ALG,DAAG,36.69100189208984,3.215409994125366,82,1.0,N,Africa/Algiers,airport,208
Djanet Inedbirene Airport,Djanet,Algeria,DJG,DAAJ,24.292801,9.45244,3176,1.0,N,Africa/Algiers,airport,209
Boufarik Airport,Boufarik,Algeria,\N,DAAK,36.545799,2.87611,335,1.0,N,Africa/Algiers,airport,210
Reggane Airport,Reggan,Algeria,\N,DAAN,26.7101,0.285647,955,1.0,N,Africa/Algiers,airport,211
Illizi Takhamalt Airport,Illizi,Algeria,VVZ,DAAP,26.7234992981,8.62265014648,1778,1.0,N,Africa/Algiers,airport,212
Ain Oussera Airport,Ain Oussera,Algeria,\N,DAAQ,35.52539825439453,2.8787100315093994,2132,1.0,N,Africa/Algiers,airport,213
Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,TMR,DAAT,22.8115005493,5.45107984543,4518,1.0,N,Africa/Algiers,airport,214
Jijel Ferhat Abbas Airport,Jijel,Algeria,GJL,DAAV,36.7951011658,5.873610019680001,36,1.0,N,Africa/Algiers,airport,215
Mecheria Airport,Mecheria,Algeria,MZW,DAAY,33.535900116,-0.242353007197,3855,1.0,N,Africa/Algiers,airport,216
Relizane Airport,Relizane,Algeria,\N,DAAZ,35.752201,0.626272,282,1.0,N,Africa/Algiers,airport,217
Rabah Bitat Airport,Annaba,Algeria,AAE,DABB,36.822201,7.809174,16,1.0,N,Africa/Algiers,airport,218
Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,DABC,36.2760009765625,6.620389938354492,2265,1.0,N,Africa/Algiers,airport,219
Cheikh Larbi Tébessi Airport,Tebessa,Algeria,TEE,DABS,35.4315986633,8.120719909670001,2661,1.0,N,Africa/Algiers,airport,220
Hassi R'Mel Airport,Tilrempt,Algeria,HRM,DAFH,32.93040084838867,3.311539888381958,2540,1.0,N,Africa/Algiers,airport,221
Bou Chekif Airport,Tiaret,Algeria,TID,DAOB,35.3410987854,1.4631500244100002,3245,1.0,N,Africa/Algiers,airport,222
Bou Sfer Airport,Bou Sfer,Algeria,\N,DAOE,35.73540115356445,-0.8053889870643616,187,1.0,N,Africa/Algiers,airport,223
Tindouf Airport,Tindouf,Algeria,TIN,DAOF,27.7003993988,-8.167099952700001,1453,1.0,N,Africa/Algiers,airport,224
Ech Cheliff Airport,Ech-cheliff,Algeria,CFK,DAOI,36.212699890100005,1.33176994324,463,1.0,N,Africa/Algiers,airport,225
Tafaraoui Airport,Oran,Algeria,TAF,DAOL,35.54240036010742,-0.5322780013084412,367,1.0,N,Africa/Algiers,airport,226
Zenata – Messali El Hadj Airport,Tlemcen,Algeria,TLM,DAON,35.0167007446,-1.45000004768,814,1.0,N,Africa/Algiers,airport,227
Es Senia Airport,Oran,Algeria,ORN,DAOO,35.6239013672,-0.6211829781529999,295,1.0,N,Africa/Algiers,airport,228
Sidi Bel Abbes Airport,Sidi Bel Abbes,Algeria,BFW,DAOS,35.1717987061,-0.593275010586,1614,1.0,N,Africa/Algiers,airport,229
Ghriss Airport,Ghriss,Algeria,MUW,DAOV,35.207698822021484,0.1471419930458068,1686,1.0,N,Africa/Algiers,airport,230
Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,AZR,DAUA,27.83760070800781,-0.1864140033721924,919,1.0,N,Africa/Algiers,airport,231
Biskra Airport,Biskra,Algeria,BSK,DAUB,34.7933006287,5.73823022842,289,1.0,N,Africa/Algiers,airport,232
El Golea Airport,El Golea,Algeria,ELG,DAUE,30.5713005065918,2.8595900535583496,1306,1.0,N,Africa/Algiers,airport,233
Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,GHA,DAUG,32.38410186767578,3.794110059738159,1512,1.0,N,Africa/Algiers,airport,234
Oued Irara Airport,Hassi Messaoud,Algeria,HME,DAUH,31.673000335700003,6.140439987180001,463,1.0,N,Africa/Algiers,airport,235
In Salah Airport,In Salah,Algeria,INZ,DAUI,27.2509994507,2.51202011108,896,1.0,N,Africa/Algiers,airport,236
Touggourt Sidi Madhi Airport,Touggourt,Algeria,TGR,DAUK,33.067798614501946,6.088669776916504,279,1.0,N,Africa/Algiers,airport,237
Laghouat Airport,Laghouat,Algeria,LOO,DAUL,33.7644004822,2.92833995819,2510,1.0,N,Africa/Algiers,airport,238
Timimoun Airport,Timimoun,Algeria,TMX,DAUT,29.2371006012,0.276033014059,1027,1.0,N,Africa/Algiers,airport,239
Ain el Beida Airport,Ouargla,Algeria,OGX,DAUU,31.917200088500977,5.412779808044434,492,1.0,N,Africa/Algiers,airport,240
In Aménas Airport,Zarzaitine,Algeria,IAM,DAUZ,28.0515,9.64291,1847,1.0,N,Africa/Algiers,airport,241
Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.357230186462402,2.384350061416626,19,1.0,N,Africa/Porto-Novo,airport,242
Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.3532,-1.51242,1037,0.0,N,Africa/Ouagadougou,airport,243
Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,BOY,DFOO,11.160099983215332,-4.33096981048584,1511,0.0,N,Africa/Ouagadougou,airport,244
Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.605189800262451,-0.1667860001325607,205,0.0,N,Africa/Accra,airport,245
Tamale Airport,Tamale,Ghana,TML,DGLE,9.55718994140625,-0.8632140159606934,553,0.0,N,Africa/Accra,airport,246
Wa Airport,Wa,Ghana,\N,DGLW,10.0826997756958,-2.507689952850342,1060,0.0,N,Africa/Accra,airport,247
Sunyani Airport,Sunyani,Ghana,NYI,DGSN,7.361830234527588,-2.3287599086761475,1014,0.0,N,Africa/Accra,airport,248
Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.896059989929199,-1.7747600078582764,21,0.0,N,Africa/Accra,airport,249
Port Bouet Airport,Abidjan,Cote d'Ivoire,ABJ,DIAP,5.261390209197998,-3.9262900352478014,21,0.0,N,Africa/Abidjan,airport,250
Bouaké Airport,Bouake,Cote d'Ivoire,BYK,DIBK,7.738800048828125,-5.073669910430908,1230,0.0,N,Africa/Abidjan,airport,251
Daloa Airport,Daloa,Cote d'Ivoire,DJO,DIDL,6.7928099632263175,-6.473189830780028,823,0.0,N,Africa/Abidjan,airport,252
Korhogo Airport,Korhogo,Cote d'Ivoire,HGO,DIKO,9.38718032837,-5.556660175319999,1214,0.0,N,Africa/Abidjan,airport,253
Man Airport,Man,Cote d'Ivoire,MJC,DIMN,7.272069931030272,-7.58735990524292,1089,0.0,N,Africa/Abidjan,airport,254
San Pedro Airport,San Pedro,Cote d'Ivoire,SPY,DISP,4.746719837188722,-6.660820007324219,26,0.0,N,Africa/Abidjan,airport,255
Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,ASK,DIYO,6.9031701088,-5.36558008194,699,0.0,N,Africa/Abidjan,airport,256
Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.006790161132812,7.263169765472412,1123,1.0,N,Africa/Lagos,airport,257
Akure Airport,Akure,Nigeria,AKR,DNAK,7.246739864349365,5.3010101318359375,1100,1.0,N,Africa/Lagos,airport,258
Benin Airport,Benin,Nigeria,BNI,DNBE,6.3169798851013175,5.599500179290772,258,1.0,N,Africa/Lagos,airport,259
Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,4.976019859313965,8.347200393676758,210,1.0,N,Africa/Lagos,airport,260
Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,6.474269866943359,7.561960220336914,466,1.0,N,Africa/Lagos,airport,261
Gusau Airport,Gusau,Nigeria,\N,DNGU,12.1717,6.696110000000001,1520,1.0,N,Africa/Lagos,airport,262
Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,7.362460136413574,3.97832989692688,725,1.0,N,Africa/Lagos,airport,263
Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,8.440210342407228,4.493919849395752,1126,1.0,N,Africa/Lagos,airport,264
Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,9.639829635620115,8.869050025939941,4232,1.0,N,Africa/Lagos,airport,265
Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,10.696000099182127,7.320109844207764,2073,1.0,N,Africa/Lagos,airport,266
Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,12.0476,8.52462,1562,1.0,N,Africa/Lagos,airport,267
Maiduguri International Airport,Maiduguri,Nigeria,MIU,DNMA,11.855299949645994,13.080900192260742,1099,1.0,N,Africa/Lagos,airport,268
Makurdi Airport,Makurdi,Nigeria,MDI,DNMK,7.703880000000001,8.61394,371,1.0,N,Africa/Lagos,airport,269
Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.5773701667785645,3.321160078048706,135,1.0,N,Africa/Lagos,airport,270
Minna Airport,Minna,Nigeria,MXJ,DNMN,9.652170181274414,6.462259769439697,834,1.0,N,Africa/Lagos,airport,271
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,5.0154900550842285,6.94959020614624,87,1.0,N,Africa/Lagos,airport,272
Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,12.916299819946287,5.207190036773682,1010,1.0,N,Africa/Lagos,airport,273
Yola Airport,Yola,Nigeria,YOL,DNYO,9.257550239562988,12.430399894714355,599,1.0,N,Africa/Lagos,airport,274
Zaria Airport,Zaria,Nigeria,ZAR,DNZA,11.1302,7.685810000000001,2170,1.0,N,Africa/Lagos,airport,275
Maradi Airport,Maradi,Niger,MFQ,DRRM,13.5024995803833,7.1267499923706055,1240,1.0,N,Africa/Niamey,airport,276
Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.4815,2.18361,732,1.0,N,Africa/Niamey,airport,277
Tahoua Airport,Tahoua,Niger,THZ,DRRT,14.875699996948242,5.265359878540039,1266,1.0,N,Africa/Niamey,airport,278
Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,16.965999603271484,8.000109672546388,1657,1.0,N,Africa/Niamey,airport,279
Dirkou Airport,Dirkou,Niger,\N,DRZD,18.968700408935547,12.86870002746582,1273,1.0,N,Africa/Niamey,airport,280
Diffa Airport,Diffa,Niger,\N,DRZF,13.372900009155272,12.626700401306152,994,1.0,N,Africa/Niamey,airport,281
Zinder Airport,Zinder,Niger,ZND,DRZR,13.779000282287598,8.983759880065918,1516,1.0,N,Africa/Niamey,airport,282
Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,DTMB,35.75809860229492,10.75469970703125,9,1.0,E,Africa/Tunis,airport,283
Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,36.85100173950195,10.22719955444336,22,1.0,E,Africa/Tunis,airport,284
Sidi Ahmed Air Base,Bizerte,Tunisia,\N,DTTB,37.245398,9.79145,20,1.0,E,Africa/Tunis,airport,285
Remada Air Base,Remada,Tunisia,\N,DTTD,32.306198120117195,10.382100105285645,1004,1.0,E,Africa/Tunis,airport,286
Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,DTTF,34.42200088500977,8.822500228881836,1060,1.0,E,Africa/Tunis,airport,287
Gabès Matmata International Airport,Gabes,Tunisia,GAE,DTTG,33.87689971923828,10.103300094604492,26,1.0,E,Africa/Tunis,airport,288
Borj El Amri Airport,Bordj El Amri,Tunisia,\N,DTTI,36.72129821777344,9.94314956665039,110,1.0,E,Africa/Tunis,airport,289
Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,33.875,10.775500297546388,19,1.0,E,Africa/Tunis,airport,290
El Borma Airport,El Borma,Tunisia,EBM,DTTR,31.70429992675781,9.254619598388672,827,1.0,E,Africa/Tunis,airport,291
Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.71799850463867,10.690999984741213,85,1.0,E,Africa/Tunis,airport,292
Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,33.939701080322266,8.110560417175293,287,1.0,E,Africa/Tunis,airport,293
Niamtougou International Airport,Niatougou,Togo,LRL,DXNG,9.767330169677734,1.0912499427795408,1515,0.0,N,Africa/Lome,airport,294
Lomé-Tokoin Airport,Lome,Togo,LFW,DXXX,6.165609836578369,1.2545100450515747,72,0.0,N,Africa/Lome,airport,295
Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,EBAW,51.1893997192,4.46027994156,39,1.0,E,Europe/Brussels,airport,296
Beauvechain Air Base,Beauvechain,Belgium,\N,EBBE,50.75859832763672,4.768330097198486,370,1.0,E,Europe/Brussels,airport,297
Kleine Brogel Air Base,Kleine Brogel,Belgium,\N,EBBL,51.168301,5.47,200,1.0,E,Europe/Brussels,airport,298
Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9014015198,4.48443984985,184,1.0,E,Europe/Brussels,airport,299
Jehonville Air Base,Bertrix,Belgium,\N,EBBX,49.8917007446289,5.223889827728272,1514,1.0,E,Europe/Brussels,airport,300
Brussels South Charleroi Airport,Charleroi,Belgium,CRL,EBCI,50.459202000000005,4.45382,614,1.0,E,Europe/Brussels,airport,301
Chièvres Air Base,Chievres,Belgium,\N,EBCV,50.57580184936523,3.8310000896453857,194,1.0,E,Europe/Brussels,airport,302
Koksijde Air Base,Koksijde,Belgium,\N,EBFN,51.09030151367188,2.652780055999756,20,1.0,E,Europe/Brussels,airport,303
Florennes Air Base,Florennes,Belgium,\N,EBFS,50.2433013916,4.64583015442,935,1.0,E,Europe/Brussels,airport,304
Wevelgem Airport,Kortrijk-vevelgem,Belgium,KJK,EBKT,50.817199707,3.2047200202900004,64,1.0,E,Europe/Brussels,airport,305
Liège Airport,Liege,Belgium,LGG,EBLG,50.63740158081055,5.443220138549805,659,1.0,E,Europe/Brussels,airport,306
Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.1988983154,2.8622200489,13,1.0,E,Europe/Brussels,airport,307
Zutendaal Air Base,Zutendaal,Belgium,\N,EBSL,50.9474983215332,5.590559959411621,312,1.0,E,Europe/Brussels,airport,308
Brustem Airfield Sint Truiden,Sint-truiden,Belgium,\N,EBST,50.791901,5.20167,246,1.0,E,Europe/Brussels,airport,309
Saint Hubert Air Base,St.-hubert,Belgium,\N,EBSU,50.034400939941406,5.440810203552246,1930,1.0,E,Europe/Brussels,airport,310
Ursel Air Base,Ursel,Belgium,\N,EBUL,51.14419937133789,3.475559949874878,95,1.0,E,Europe/Brussels,airport,311
Weelde Air Base,Weelde,Belgium,\N,EBWE,51.394798278808594,4.9601898193359375,105,1.0,E,Europe/Brussels,airport,312
Zoersel (Oostmalle) Airfield,Zoersel,Belgium,OBL,EBZR,51.264702,4.75333,53,1.0,E,Europe/Brussels,airport,313
Flugplatz Bautzen,Bautzen,Germany,\N,EDAB,51.193611,14.519722,568,1.0,E,Europe/Berlin,airport,314
Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,50.981945,12.506389,640,1.0,E,Europe/Berlin,airport,315
Dessau Airfield,Dessau,Germany,\N,EDAD,51.831694,12.190962,187,1.0,E,Europe/Berlin,airport,316
Eisenhüttenstadt Airfield,Eisenhuettenstadt,Germany,\N,EDAE,52.195856,14.58753,144,1.0,E,Europe/Berlin,airport,317
Großenhain Airport,Suhl,Germany,\N,EDAK,51.30805587768555,13.555556297302244,417,1.0,E,Europe/Berlin,airport,318
Merseburg Airport,Muehlhausen,Germany,\N,EDAM,51.3630556,11.9408333,341,1.0,E,Europe/Berlin,airport,319
Halle-Oppin Airport,Halle,Germany,\N,EDAQ,51.552223,12.053889,348,1.0,E,Europe/Berlin,airport,320
Riesa-Göhlis Airport,Riesa,Germany,IES,EDAU,51.2936096191,13.3561105728,322,1.0,E,Europe/Berlin,airport,321
Rechlin-Lärz Airport,Rechlin-laerz,Germany,REB,EDAX,53.306388855,12.7522220612,220,1.0,E,Europe/Berlin,airport,322
Strausberg Airport,Strausberg,Germany,\N,EDAY,52.5805549621582,13.916666984558104,262,1.0,E,Europe/Berlin,airport,323
Schönhagen Airport,Schoenhagen,Germany,QXH,EDAZ,52.203609,13.156389,152,1.0,E,Europe/Berlin,airport,324
Barth Airport,Barth,Germany,BBH,EDBH,54.338253,12.710515,23,1.0,E,Europe/Berlin,airport,325
Jena-Schöngleina Airfield,Jena,Germany,\N,EDBJ,50.915279,11.714444,1247,1.0,E,Europe/Berlin,airport,326
Kyritz Airport,Kyritz,Germany,\N,EDBK,52.91888809204102,12.425277709960938,131,1.0,E,Europe/Berlin,airport,327
"Magdeburg ""City"" Airport",Magdeburg,Germany,ZMG,EDBM,52.073612,11.626389,259,1.0,E,Europe/Berlin,airport,328
Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,\N,EDBR,51.36333465576172,14.949999809265137,518,1.0,E,Europe/Berlin,airport,329
Anklam Airfield,Anklam,Germany,\N,EDCA,53.832779,13.668611,16,1.0,E,Europe/Berlin,airport,330
Cottbus-Drewitz Airport,Cottbus,Germany,CBU,EDCD,51.889442,14.531944,272,1.0,E,Europe/Berlin,airport,331
Kamenz Airport,Kamenz,Germany,\N,EDCM,51.29694366455078,14.1274995803833,495,1.0,E,Europe/Berlin,airport,332
Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,52.380001,13.5225,157,1.0,E,Europe/Berlin,airport,333
Dresden Airport,Dresden,Germany,DRS,EDDC,51.1328010559082,13.767200469970703,755,1.0,E,Europe/Berlin,airport,334
Erfurt Airport,Erfurt,Germany,ERF,EDDE,50.97980117797852,10.958100318908691,1036,1.0,E,Europe/Berlin,airport,335
Frankfurt am Main Airport,Frankfurt,Germany,FRA,EDDF,50.033333,8.570556,364,1.0,E,Europe/Berlin,airport,336
Münster Osnabrück Airport,Munster,Germany,FMO,EDDG,52.134601593,7.68483018875,160,1.0,E,Europe/Berlin,airport,337
Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.630401611328,9.988229751586902,53,1.0,E,Europe/Berlin,airport,338
Berlin-Tempelhof International Airport,Berlin,Germany,THF,EDDI,52.47299957275391,13.403900146484377,167,1.0,E,Europe/Berlin,airport,339
Cologne Bonn Airport,Cologne,Germany,CGN,EDDK,50.8658981323,7.1427397728,302,1.0,E,Europe/Berlin,airport,340
Düsseldorf Airport,Duesseldorf,Germany,DUS,EDDL,51.289501,6.766780000000001,147,1.0,E,Europe/Berlin,airport,341
Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.7861,1487,1.0,E,Europe/Berlin,airport,342
Nuremberg Airport,Nuernberg,Germany,NUE,EDDN,49.498699,11.078056,1046,1.0,E,Europe/Berlin,airport,343
Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,51.423889,12.236389,465,1.0,E,Europe/Berlin,airport,344
Saarbrücken Airport,Saarbruecken,Germany,SCN,EDDR,49.2145996094,7.10950994492,1058,1.0,E,Europe/Berlin,airport,345
Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.6898994446,9.22196006775,1276,1.0,E,Europe/Berlin,airport,346
Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.5597,13.2877,122,1.0,E,Europe/Berlin,airport,347
Hannover Airport,Hannover,Germany,HAJ,EDDV,52.461101532,9.68507957458,183,1.0,E,Europe/Berlin,airport,348
Bremen Airport,Bremen,Germany,BRE,EDDW,53.0475006104,8.78666973114,14,1.0,E,Europe/Berlin,airport,349
Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,EDFE,49.959999,8.645833,384,1.0,E,Europe/Berlin,airport,350
Frankfurt-Hahn Airport,Hahn,Germany,HHN,EDFH,49.9487,7.263889999999999,1649,1.0,E,Europe/Berlin,airport,351
Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,49.473057,8.514167,308,1.0,E,Europe/Berlin,airport,352
Allendorf/Eder Airport,Allendorf,Germany,\N,EDFQ,51.03499984741211,8.680832862854004,1158,1.0,E,Europe/Berlin,airport,353
Worms Airport,Worms,Germany,\N,EDFV,49.606945,8.368333,295,1.0,E,Europe/Berlin,airport,354
Mainz-Finthen Airport,Mainz,Germany,\N,EDFZ,49.967499,8.147222,525,1.0,E,Europe/Berlin,airport,355
Eisenach-Kindel Airport,Eisenach,Germany,EIB,EDGE,50.991604,10.47973,1112,1.0,E,Europe/Berlin,airport,356
Siegerland Airport,Siegerland,Germany,SGE,EDGS,50.70769882202149,8.082969665527344,1966,1.0,E,Europe/Berlin,airport,357
Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,53.5352783203125,9.835556030273438,23,1.0,E,Europe/Berlin,airport,358
Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,54.37944412231445,10.145277976989746,102,1.0,E,Europe/Berlin,airport,359
Lübeck Blankensee Airport,Luebeck,Germany,LBC,EDHL,53.805400848400005,10.7192001343,53,1.0,E,Europe/Berlin,airport,360
Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,\N,EDKV,50.405555725,6.528889179199999,1896,1.0,E,Europe/Berlin,airport,361
Meinerzhagen Airport,Meinerzhagen,Germany,\N,EDKZ,51.09999847412109,7.599999904632567,1549,1.0,E,Europe/Berlin,airport,362
Arnsberg-Menden Airport,Arnsberg,Germany,\N,EDLA,51.48389053344727,7.8983330726623535,794,1.0,E,Europe/Berlin,airport,363
Essen Mulheim Airport,Essen,Germany,ESS,EDLE,51.40230178833008,6.9373297691345215,424,1.0,E,Europe/Berlin,airport,364
Bielefeld Airport,Bielefeld,Germany,BFE,EDLI,51.964722,8.544444,454,1.0,E,Europe/Berlin,airport,365
Mönchengladbach Airport,Moenchengladbach,Germany,MGL,EDLN,51.230278000000006,6.504444,125,1.0,E,Europe/Berlin,airport,366
Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.6141014099,8.616319656369999,699,1.0,E,Europe/Berlin,airport,367
Stadtlohn-Vreden Airport,Stadtlohn,Germany,\N,EDLS,51.99583435058594,6.840556144714356,157,1.0,E,Europe/Berlin,airport,368
Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.51829910279999,7.61223983765,425,1.0,E,Europe/Berlin,airport,369
Augsburg Airport,Augsburg,Germany,AGB,EDMA,48.425278000000006,10.931667,1516,1.0,E,Europe/Berlin,airport,370
Biberach a.d. Riß Airfield,Biberach,Germany,\N,EDMB,48.111111,9.762778,1903,1.0,E,Europe/Berlin,airport,371
Eggenfelden Airport,Eggenfelden,Germany,\N,EDME,48.39611053466797,12.723610877990724,1342,1.0,E,Europe/Berlin,airport,372
Mindelheim-Mattsies Airfield,Mindelheim,Germany,\N,EDMN,48.106945,10.525,1857,1.0,E,Europe/Berlin,airport,373
Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,48.081402,11.2831,1947,1.0,E,Europe/Berlin,airport,374
Straubing Airport,Straubing,Germany,RBM,EDMS,48.90083312988281,12.516667366027832,1047,1.0,E,Europe/Berlin,airport,375
Vilshofen Airport,Vilshofen,Germany,\N,EDMV,48.6349983215332,13.195555686950684,991,1.0,E,Europe/Berlin,airport,376
Leutkirch-Unterzeil Airport,Leutkirch,Germany,\N,EDNL,47.85889053344727,10.014166831970217,2100,1.0,E,Europe/Berlin,airport,377
