,,,,,,AAC,ADG,TDG,1A,1B,2A,2B,3,4,5,6,# of TRUE,"Approach Speed
(Vref)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",,,,,,,,,,,,,,,,,,
Last updated: 2023-02-07,,,,, Quick Manual Check (enter values in yellow cells) ,B,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,120,55.00,,,,,25.00,12.00,,,,,,,,,,,,,,,,,,
Data not verified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,, Equations for TDG hidden columns J to R--> ,,,,,,,,,, <-- Equations for TDG hidden columns J to R ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From IACO,From TFMSC,,,,,,,,,,,,,
Date Completed,Manufacturer,ICAO Code,Model,Physical Class (Engine),# Engines,AAC,ADG,TDG,1A,1B,2A,2B,3,4,5,6,Only one TRUE?,"Approach Speed, Vref
(Vref = 1.3 * Vso)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",MTOW,"Max Ramp
Max Taxi",Main Gear Config,Wake Category,ATCT Weight Class,Years Manufactured,Note,,,,,,,,,,,
,Aerospatiale / SNIAS,AS32,AS-332 Mk1 Super Puma,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS3B,AS-332 Mk2 Super Puma,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS50,AS-350 AStar,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS50,AS-350 Ecureuil,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS50,AS-350 SuperStar,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS55,AS-355 Ecureuil 2,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS55,AS-355 TwinStar,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS65,AS-365 Dauphin 2 / AS-366 Dolphin,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS32,AS-532 Mk1 Cougar,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS3B,AS-532 Mk2 Cougar,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS50,AS-550 Fennec,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS55,AS-555 Fennec,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,AS65,AS-565 Panther,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,FOUG,CM-170R Magister,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,N262,Fr,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,N262,N-262 Fr,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,LAMA,SA-315 Lama,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,ALO3,SA-316 / SA-319 Alouette 3,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,ALO2,SA-318 Alouette 2,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,FREL,SA-321 Super Frelon,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,PUMA,SA-330 Puma,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,GAZL,SA-341 / SA-342 Gazelle,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,S360,SA-360 Dauphin,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,S65C,SA-365C Dauphin 2,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,S210,SE-210 Caravelle,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,S601,SN-601 Corvette,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerospatiale / SNIAS,TB30,TB-30 Epsilon,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Aerostar,YK52,Yak-52,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
2017-Nov-3,Aerostar Aircraft Corp,tbd,600/600A/600E Aerostar (see Piper PA-60/61),Piston,2,B,I,1A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,96,34.17,no winglets,34.81,12.13,11.67,11.67,10.21,"5,500","5,525",S,,tbd,tbd,,,,,,,,,,,,
,Aerotek,PTS1,S-1S,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,Small Eqpt,tbd,,,,,,,,,,,,
,Aerotek,PTS1,S-1T,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,Small Eqpt,tbd,,,,,,,,,,,,
,Aerotek,PTS2,S-2A,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,Small Eqpt,tbd,,,,,,,,,,,,
,Aerotek,PTS2,S-2B,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,Small Eqpt,tbd,,,,,,,,,,,,
,Aerotek,PTS2,S-2S,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,Small Eqpt,tbd,,,,,,,,,,,,
,AESL,TOUR,Airtourer,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,AESL,CT4,CT-4 Airtrainer,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Ag-Cat,G64T,G-164 Super Turbine,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,A109,A-109,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,A119,A-119 Koala,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,A129,A-129 Mangusta,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,A139,AB139 / AW139,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,B06,AB-206 JetRanger / LongRanger,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,B212,AB-212,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,B412,AB-412 Griffon,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,B47G,AB-47G,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,B47J,AB-47J,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,EH10,EH-101,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,S61R,HH-3,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Agusta / AgustaWestland,S61,SH-3,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,AIDC,CH1,A-CH-1 Chung-Tsing,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
,AIDC,AT3,AT-3 Tzu-Chung,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,AIDC,F5,F-5 Chung-Cheng,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,AIDC,CKUO,F-CK-1 Ching-Kuo,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,M,tbd,tbd,,,,,,,,,,,,
,Air Products,ERCO,Aircoupe,,,No Value,No Value,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,,,,,,tbd,tbd,tbd,,,,L,tbd,tbd,,,,,,,,,,,,
2017-Aug-15,Air Tractor,AT3P,AT-300/301,Piston,1,A,I,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,74,45.00,no winglets,27.00,8.50,24.84,24.84,9.50,"5,000","5,000",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2017-Aug-15,Air Tractor,AT3T,AT-302,Piston,1,A,I,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,74,45.10,no winglets,27.00,8.50,24.84,24.84,9.50,"7,700","7,700",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2017-Aug-15,Air Tractor,AT3T,AT-402B,Turboprop,1,A,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,74,51.08,no winglets,30.58,9.50,28.14,28.14,9.50,"9,170","9,170",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2017-Aug-15,Air Tractor,AT5T,AT-502B,Turboprop,1,A,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,77,52.00,no winglets,33.17,10.25,30.51,30.51,11.00,"9,400","9,400",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2017-Aug-15,Air Tractor,AT5T,AT-502XP,Turboprop,1,A,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,77,52.00,no winglets,33.67,10.50,30.97,30.97,11.00,"10,480","10,480",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2017-Dec-7,Air Tractor,AT5T,AT-503T,Turboprop,1,A,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,77,49.10,no winglets,27.00,8.00,24.84,24.84,11.00,"10,480","10,480",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2017-Aug-15,Air Tractor,AT5T,AT-504,Turboprop,1,A,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,73,52.00,no winglets,33.17,10.25,30.51,30.51,11.00,"9,600","9,600",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2017-Aug-15,Air Tractor,AT6T,AT-602,Turboprop,1,B,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,92,56.00,no winglets,33.50,11.00,30.82,30.82,11.00,"12,500","12,500",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2017-Aug-15,Air Tractor,AT8T,AT-802A,Turboprop,1,B,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,103,59.25,no winglets,36.00,11.13,23.83,23.83,11.00,"16,000","16,000",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2017-Aug-15,Air Tractor,AT8T,"AT-802F, AT-802F Fire Boss",Turboprop,1,B,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,103,59.25,no winglets,37.50,11.20,23.83,23.83,11.00,"16,000","16,000",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2017-Dec-7,Air Tractor,AT8T,AT-802U,Turboprop,1,B,II,1B,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,91,59.25,no winglets,37.50,11.20,23.83,23.83,11.00,"16,000","16,000",S,L,Small Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A30B,A300-100 (A300-B4-100),Jet,2,C,IV,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,137,147.08,no winglets,175.50,54.86,60.80,75.00,36.10,"347,227","349,211",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A30B,A300-100/200 (A300-B2-100/200),Jet,2,C,IV,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,137,147.08,no winglets,175.50,54.86,60.80,75.00,36.10,"313,056","315,040",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A30B,A300-200 (A300-B4-200),Jet,2,C,IV,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,137,147.08,no winglets,175.50,54.86,60.80,75.00,36.10,"363,760","365,740",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A30B,"A300-200 (A300-C4-200, F4-200)",Jet,2,C,IV,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,137,147.08,no winglets,175.50,54.86,60.80,75.00,36.10,"363,760","365,740",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A306,A300-600 (B4/C4-600),Jet,2,C,IV,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,137,147.14,wingtip fences,177.43,54.67,61.03,75.00,36.00,"363,760","365,740",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A306,A300-600 (F4-600),Jet,2,C,IV,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,137,147.14,wingtip fences,177.42,54.67,61.03,75.00,36.00,"375,887","377,871",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A306,A300-600R (B4-600R),Jet,2,C,IV,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,137,147.14,wingtip fences,177.43,54.67,61.03,75.00,36.00,"378,530","380,518",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
,Airbus,A3ST,A300-600ST BelugaST,Jet,2,C,IV,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,137,147.14,wingtip fences,184.25,56.58,tbd,tbd,tbd,"341,713","341,713",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
,Airbus,A3ST,A300-600XL BelugaXL,Jet,2,C,V,tbd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,137,197.83,winglets,207.00,62.08,tbd,tbd,tbd,"500,444","500,444",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A310,A310-200,Jet,2,C,IV,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,139,144.03,no winglets,153.16,52.32,49.93,63.90,36.00,"317,465","319,449",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A310,A310-300,Jet,2,C,IV,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,139,144.03,no winglets,153.16,52.06,49.93,63.90,36.00,"361,557","363,541",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Mar-15,Airbus,A318,A318-100,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,121,111.88,wingtip fences,103.18,42.29,33.63,42.35,29.36,"149,914","150,796",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A319,A319-100,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,126,111.88,wingtip fences,111.02,39.73,36.23,44.90,29.36,"168,653","169,535",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A319,A319-100 Sharklet,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,126,117.45,winglets,111.02,39.73,36.23,44.90,29.36,"168,653","169,535",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A319,A319neo Sharklet,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,126,117.45,winglets,111.02,39.73,36.23,44.90,29.36,"166,449","167,331",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A320,A320-200,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,136,111.88,wingtip fences,123.27,39.63,41.47,50.20,29.36,"171,961","172,842",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A320,A320-200 Sharklet,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,136,117.45,winglets,123.27,39.63,41.47,50.20,29.36,"171,961","172,842",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Feb-29,Airbus,A320,A320neo Sharklet,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,136,117.45,winglets,123.27,39.63,41.47,50.20,29.36,"174,165","175,047",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Mar-16,Airbus,A321,A321-100,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,140,111.88,wingtip fences,146.03,39.70,55.45,44.95,29.43,"196,211","197,093",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Mar-16,Airbus,A321,A321-100 Sharklet,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,140,117.45,winglets,146.03,39.70,55.45,44.95,29.43,"196,211","197,093",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Mar-16,Airbus,A321,A321-200,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,140,111.88,wingtip fences,146.03,39.70,55.45,44.95,29.43,"206,132","207,014",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Mar-16,Airbus,A321,A321-200 Sharklet,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,140,117.45,winglets,146.03,39.70,55.45,44.95,29.43,"206,132","207,014",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Mar-16,Airbus,A321,A321neo Sharklet,Jet,2,C,III,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,140,117.45,winglets,146.03,39.70,55.45,44.95,29.43,"206,132","207,014",D,M,Large Jet Eqpt,tbd,,,,,,,,,,,,
2016-Mar-16,Airbus,A332,A330-200,Jet,2,C,V,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,136,197.83,winglets,193.57,59.81,72.77,86.78,41.37,"533,519","535,503",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Mar-16,Airbus,A332,A330-200F,Jet,2,C,V,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,139,197.83,winglets,192.98,57.12,72.77,86.78,41.37,"533,519","535,503",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Mar-16,Airbus,A333,A330-300,Jet,2,C,V,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,137,197.83,winglets,208.99,56.36,83.27,97.28,41.37,"533,519","535,503",2D,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Jun-9,Airbus,A342,A340-200,Jet,4,C,V,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,136,197.83,winglets,194.95,55.86,76.25,90.26,41.37,"606,271","608,255",2D/D1,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Jun-9,Airbus,A343,A340-300,Jet,4,C,V,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,138,197.83,winglets,208.96,55.72,83.27,97.28,41.37,"609,578","611,562",2D/D1,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Jun-9,Airbus,A345,A340-500,Jet,4,D,V,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,146,208.17,winglets,222.87,57.51,90.48,104.20,41.37,"837,756","840,402",2D/2D1,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2016-Jun-9,Airbus,A346,A340-600,Jet,4,D,V,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,153,208.17,winglets,247.24,58.84,107.87,121.59,41.37,"837,756","840,402",2D/2D1,H,Heavy Eqpt,tbd,,,,,,,,,,,,
2017-Sep-18,Airbus,tbd,A350-1000,Jet,2,C,V,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,140,212.42,winglets,242.09,57.14,106.56,111.78,42.13,"685,638","687,622",3D,tbd,Heavy Eqpt,tbd,,,,,,,,,,,,
